1999-01-02 12:00:00	83	2
   -1.018237	2623.285
   -3.165747	2623.256
   -5.464963	2623.198
   -7.920377	2623.129
  -10.536604	2622.659
  -13.318384	2622.453
  -16.270586	2622.109
  -19.398211	2621.895
  -22.706392	2621.747
  -26.200399	2621.695
  -29.885643	2621.638
  -33.767673	2621.630
  -37.852192	2621.418
  -42.145039	2621.370
  -46.652210	2621.368
  -51.379860	2621.325
  -56.334286	2621.342
  -61.521957	2621.356
  -66.949493	2621.207
  -72.623688	2621.202
  -78.551498	2621.162
  -84.740044	2621.309
  -91.196632	2623.844
  -97.928726	2630.468
 -104.943977	2636.745
 -112.250206	2641.951
 -119.855431	2646.698
 -127.767838	2650.260
 -135.995804	2653.151
 -144.547897	2655.533
 -153.432846	2657.713
 -162.659622	2659.934
 -172.237350	2661.943
 -182.175354	2663.728
 -192.483139	2665.304
 -203.170441	2666.739
 -214.247162	2668.252
 -225.723404	2669.738
 -237.609467	2671.093
 -249.915848	2672.330
 -262.653229	2673.461
 -275.832520	2674.498
 -289.464783	2675.454
 -303.561310	2676.357
 -318.133545	2677.206
 -333.193146	2677.963
 -348.751953	2678.641
 -364.821960	2679.264
 -381.415436	2679.813
 -398.544708	2680.345
 -416.222321	2680.806
 -434.461060	2681.308
 -453.273773	2681.813
 -472.673492	2682.287
 -492.673462	2682.739
 -513.286987	2683.166
 -534.527588	2683.588
 -556.408875	2683.914
 -578.944580	2684.250
 -602.148621	2684.452
 -626.034912	2684.640
 -650.617554	2684.808
 -675.910706	2684.958
 -701.928650	2685.045
 -728.685608	2685.101
 -756.196045	2685.011
 -784.474304	2684.939
 -813.534851	2684.776
 -843.392151	2684.707
 -874.060669	2684.605
 -905.554810	2684.414
 -937.889099	2684.397
 -971.077881	2684.276
-1005.135498	2683.974
-1040.076294	2683.910
-1075.914307	2683.734
-1112.663696	2683.692
-1150.338379	2683.316
-1188.952148	2683.697
-1228.518799	2684.531
-1269.051758	2684.095
-1310.564209	2683.918
-1353.069336	2681.476
1999-01-07 12:00:00	83	2
   -1.018237	2623.649
   -3.165747	2623.624
   -5.464963	2623.568
   -7.920377	2623.464
  -10.536604	2622.844
  -13.318384	2622.625
  -16.270586	2622.189
  -19.398211	2621.916
  -22.706392	2621.795
  -26.200399	2621.756
  -29.885643	2621.669
  -33.767673	2621.652
  -37.852192	2621.434
  -42.145039	2621.337
  -46.652210	2621.304
  -51.379860	2621.261
  -56.334286	2621.276
  -61.521957	2621.268
  -66.949493	2621.138
  -72.623688	2621.110
  -78.551498	2621.053
  -84.740044	2621.046
  -91.196632	2621.953
  -97.928726	2628.206
 -104.943977	2635.689
 -112.250206	2641.282
 -119.855431	2646.611
 -127.767838	2650.422
 -135.995804	2653.414
 -144.547897	2655.968
 -153.432846	2658.154
 -162.659622	2660.211
 -172.237350	2662.028
 -182.175354	2663.702
 -192.483139	2665.291
 -203.170441	2666.743
 -214.247162	2668.296
 -225.723404	2669.785
 -237.609467	2671.148
 -249.915848	2672.401
 -262.653229	2673.528
 -275.832520	2674.570
 -289.464783	2675.527
 -303.561310	2676.401
 -318.133545	2677.225
 -333.193146	2677.957
 -348.751953	2678.621
 -364.821960	2679.236
 -381.415436	2679.782
 -398.544708	2680.308
 -416.222321	2680.767
 -434.461060	2681.267
 -453.273773	2681.771
 -472.673492	2682.244
 -492.673462	2682.699
 -513.286987	2683.122
 -534.527588	2683.541
 -556.408875	2683.868
 -578.944580	2684.206
 -602.148621	2684.417
 -626.034912	2684.606
 -650.617554	2684.773
 -675.910706	2684.927
 -701.928650	2685.019
 -728.685608	2685.079
 -756.196045	2684.992
 -784.474304	2684.924
 -813.534851	2684.763
 -843.392151	2684.696
 -874.060669	2684.603
 -905.554810	2684.409
 -937.889099	2684.401
 -971.077881	2684.280
-1005.135498	2683.926
-1040.076294	2683.797
-1075.914307	2683.757
-1112.663696	2683.529
-1150.338379	2682.718
-1188.952148	2683.512
-1228.518799	2684.419
-1269.051758	2684.080
-1310.564209	2683.866
-1353.069336	2681.756
1999-01-14 12:00:00	83	2
   -1.018237	2623.811
   -3.165747	2623.796
   -5.464963	2623.782
   -7.920377	2623.765
  -10.536604	2623.536
  -13.318384	2623.499
  -16.270586	2623.343
  -19.398211	2623.173
  -22.706392	2623.054
  -26.200399	2623.053
  -29.885643	2622.985
  -33.767673	2622.981
  -37.852192	2622.784
  -42.145039	2622.640
  -46.652210	2622.594
  -51.379860	2622.545
  -56.334286	2622.562
  -61.521957	2622.527
  -66.949493	2622.384
  -72.623688	2622.338
